customerID,tenure,MonthlyCharges,TotalCharges,InternetService,Contract,Churn,TotalServicesUsed,ChurnProbability,PredictedChurn,RiskLevel,RetentionStrategy
3413-BMNZE,1,45.25,45.25,DSL,Month-to-month,No,0,0.7381549449992731,Yes,High Risk,Offer contract upgrade discount
6234-RAAPL,72,99.9,7251.7,Fiber optic,Two year,No,4,0.06010500135072898,No,Normal Risk,Continue regular engagement
6047-YHPVI,5,69.7,316.9,Fiber optic,Month-to-month,Yes,0,0.8394830878463743,Yes,High Risk,Offer contract upgrade discount
6572-ADKRS,46,74.8,3548.3,Fiber optic,Month-to-month,No,1,0.4872523139285533,No,Normal Risk,Continue regular engagement
5380-WJKOV,34,106.35,3549.25,Fiber optic,Month-to-month,Yes,4,0.6909968898777263,Yes,Normal Risk,Continue regular engagement
8168-UQWWF,11,97.85,1105.4,Fiber optic,Month-to-month,Yes,3,0.901589028320469,Yes,High Risk,Offer contract upgrade discount
8865-TNMNX,10,49.55,475.7,DSL,One year,No,1,0.10897350450515868,No,Normal Risk,Continue regular engagement
9489-DEDVP,70,69.2,4872.35,DSL,Two year,No,3,0.009154977502978463,No,Normal Risk,Continue regular engagement
9867-JCZSP,17,20.75,418.25,No,One year,No,0,0.037196967380581286,No,Normal Risk,Continue regular engagement
4671-VJLCL,63,79.85,4861.45,DSL,Two year,No,5,0.01202814170657714,No,Normal Risk,Continue regular engagement
4080-IIARD,13,76.2,981.45,DSL,Month-to-month,No,4,0.18463061443633755,No,Normal Risk,Continue regular engagement
3714-NTNFO,49,84.5,3906.7,Fiber optic,Month-to-month,No,1,0.7150784043693065,Yes,High Risk,Offer contract upgrade discount
5948-UJZLF,2,49.25,97.0,DSL,Month-to-month,No,1,0.48874124678400965,No,Normal Risk,Continue regular engagement
7760-OYPDY,2,80.65,144.15,Fiber optic,Month-to-month,Yes,1,0.9001957406438215,Yes,High Risk,Offer contract upgrade discount
7639-LIAYI,52,79.75,4217.8,DSL,Two year,No,4,0.028355087523997183,No,Normal Risk,Continue regular engagement
2954-PIBKO,69,64.15,4254.1,DSL,Two year,No,3,0.0039014187759066447,No,Normal Risk,Continue regular engagement
8012-SOUDQ,43,90.25,3838.75,Fiber optic,Month-to-month,No,2,0.6231250123052996,Yes,Normal Risk,Continue regular engagement
9420-LOJKX,15,99.1,1426.4,Fiber optic,Month-to-month,Yes,4,0.45115555964381193,No,Normal Risk,Continue regular engagement
6575-SUVOI,25,69.5,1752.65,DSL,Month-to-month,No,3,0.10555944302778844,No,Normal Risk,Continue regular engagement
7495-OOKFY,8,80.65,633.3,Fiber optic,Month-to-month,Yes,1,0.6054588967211145,Yes,Normal Risk,Continue regular engagement
4667-QONEA,60,74.85,4456.35,DSL,One year,No,5,0.007278327506153155,No,Normal Risk,Continue regular engagement
1658-BYGOY,18,95.45,1752.55,Fiber optic,Month-to-month,Yes,2,0.7449712302525817,Yes,High Risk,Offer contract upgrade discount
8769-KKTPH,63,99.65,6311.2,Fiber optic,One year,No,3,0.14290526129454,No,Normal Risk,Continue regular engagement
5067-XJQFU,66,108.45,7076.35,Fiber optic,One year,No,5,0.09125552877793908,No,Normal Risk,Continue regular engagement
3957-SQXML,34,24.95,894.3,No,Two year,No,0,0.010904640164267853,No,Normal Risk,Continue regular engagement
5954-BDFSG,72,107.5,7853.7,Fiber optic,Two year,No,4,0.21576540547318201,No,Normal Risk,Continue regular engagement
0434-CSFON,47,100.5,4707.1,Fiber optic,Month-to-month,No,3,0.7369487903731844,Yes,High Risk,Offer contract upgrade discount
1215-FIGMP,60,89.9,5450.7,Fiber optic,Month-to-month,No,2,0.6674883393109311,Yes,Normal Risk,Continue regular engagement
0526-SXDJP,72,42.1,2962.0,DSL,Two year,No,3,0.015462170855920937,No,Normal Risk,Continue regular engagement
0557-ASKVU,18,54.4,957.1,DSL,One year,No,2,0.03741392524175006,No,Normal Risk,Continue regular engagement
5698-BQJOH,9,94.4,857.25,Fiber optic,Month-to-month,Yes,2,0.8945103228462138,Yes,High Risk,Offer contract upgrade discount
5122-CYFXA,3,75.3,244.1,DSL,Month-to-month,No,4,0.6104279968181947,Yes,Normal Risk,Continue regular engagement
8627-ZYGSZ,47,78.9,3650.35,Fiber optic,One year,No,1,0.22072138891246942,No,Normal Risk,Continue regular engagement
3410-YOQBQ,31,79.2,2497.2,DSL,Two year,No,5,0.05484729335693188,No,Normal Risk,Continue regular engagement
3170-NMYVV,50,20.15,930.9,No,Two year,No,0,0.014045798818140689,No,Normal Risk,Continue regular engagement
7410-OIEDU,10,79.85,887.35,Fiber optic,Month-to-month,No,2,0.5549508537750912,Yes,Normal Risk,Continue regular engagement
2273-QCKXA,1,49.05,49.05,DSL,Month-to-month,No,1,0.4312557188016899,No,Normal Risk,Continue regular engagement
0731-EBJQB,52,20.4,1090.65,No,One year,No,0,0.017186979625098908,No,Normal Risk,Continue regular engagement
1891-QRQSA,64,111.6,7099.0,Fiber optic,Two year,No,5,0.08161864428954461,No,Normal Risk,Continue regular engagement
8028-PNXHQ,62,24.25,1424.6,No,Two year,No,0,0.007230705899320838,No,Normal Risk,Continue regular engagement
5630-AHZIL,3,64.5,177.4,DSL,Month-to-month,No,3,0.42872751517396523,No,Normal Risk,Continue regular engagement
2673-CXQEU,56,110.5,6139.5,Fiber optic,One year,No,5,0.25408518073482717,No,Normal Risk,Continue regular engagement
6416-JNVRK,46,55.65,2688.85,DSL,One year,No,1,0.14683865451327408,No,Normal Risk,Continue regular engagement
5590-ZSKRV,8,54.65,482.25,DSL,Month-to-month,No,2,0.1882880299326372,No,Normal Risk,Continue regular engagement
0191-ZHSKZ,30,74.75,2111.3,DSL,Month-to-month,No,4,0.2323047380583661,No,Normal Risk,Continue regular engagement
3887-PBQAO,45,25.9,1216.6,No,One year,No,0,0.01434474393770291,No,Normal Risk,Continue regular engagement
5919-TMRGD,1,79.35,79.35,Fiber optic,Month-to-month,Yes,1,0.8226891262342648,Yes,High Risk,Offer contract upgrade discount
8108-UXRQN,11,50.55,565.35,DSL,Month-to-month,No,3,0.5020051371007563,Yes,Normal Risk,Continue regular engagement
9191-MYQKX,7,75.15,496.9,Fiber optic,Month-to-month,Yes,1,0.8577941019477711,Yes,High Risk,Offer contract upgrade discount
9919-YLNNG,42,103.8,4327.5,Fiber optic,Month-to-month,No,5,0.636693798506833,Yes,Normal Risk,Continue regular engagement
0318-ZOPWS,49,20.15,973.35,No,Two year,No,0,0.028602812910062992,No,Normal Risk,Continue regular engagement
4445-ZJNMU,9,99.3,918.75,Fiber optic,Month-to-month,No,3,0.7228316898390224,Yes,High Risk,Offer contract upgrade discount
4808-YNLEU,35,62.15,2215.45,DSL,One year,No,2,0.2119212269767663,No,Normal Risk,Continue regular engagement
1862-QRWPE,48,20.65,1057.0,No,Two year,No,0,0.016832678599372396,No,Normal Risk,Continue regular engagement
2796-NNUFI,46,19.95,927.1,No,Two year,No,0,0.008003884912076676,No,Normal Risk,Continue regular engagement
3016-KSVCP,29,33.75,1009.25,DSL,Month-to-month,No,1,0.3047869013107425,No,Normal Risk,Continue regular engagement
4767-HZZHQ,30,82.05,2570.2,Fiber optic,Month-to-month,No,2,0.46155694244275314,No,Normal Risk,Continue regular engagement
2424-WVHPL,1,74.7,74.7,Fiber optic,Month-to-month,No,1,0.6779927953874545,Yes,Normal Risk,Continue regular engagement
7233-PAHHL,66,84.0,5714.25,DSL,Two year,No,5,0.009766970433292903,No,Normal Risk,Continue regular engagement
6067-NGCEU,65,111.05,7107.0,Fiber optic,Month-to-month,No,5,0.42239723011865965,No,Normal Risk,Continue regular engagement
9848-JQJTX,72,100.9,7459.05,Fiber optic,Two year,No,4,0.2702974101076596,No,Normal Risk,Continue regular engagement
8637-XJIVR,12,78.95,927.35,Fiber optic,Month-to-month,Yes,1,0.7317585115000204,Yes,High Risk,Offer contract upgrade discount
9803-FTJCG,71,66.85,4748.7,DSL,One year,No,3,0.005904804927665715,No,Normal Risk,Continue regular engagement
0278-YXOOG,5,21.05,113.85,No,Month-to-month,Yes,0,0.3592077036596332,No,Normal Risk,Continue regular engagement
3212-KXOCR,52,21.0,1107.2,No,Two year,No,0,0.025621858196026415,No,Normal Risk,Continue regular engagement
4598-XLKNJ,25,98.5,2514.5,Fiber optic,Month-to-month,Yes,4,0.5979413308640513,Yes,Normal Risk,Continue regular engagement
6380-ARCEH,1,20.2,20.2,No,Month-to-month,No,0,0.38056784474569993,No,Normal Risk,Continue regular engagement
3679-XASPY,1,19.45,19.45,No,Month-to-month,No,0,0.3338138664509058,No,Normal Risk,Continue regular engagement
7123-WQUHX,38,95.0,3605.6,Fiber optic,One year,No,3,0.3589523146626696,No,Normal Risk,Continue regular engagement
5386-THSLQ,66,45.55,3027.25,DSL,One year,No,3,0.07316451032901165,No,Normal Risk,Continue regular engagement
3192-NQECA,68,110.0,7611.85,Fiber optic,Two year,Yes,5,0.2042385856765859,No,Normal Risk,Continue regular engagement
6180-YBIQI,5,24.3,100.2,DSL,Month-to-month,No,0,0.6423677543986094,Yes,Normal Risk,Continue regular engagement
6728-DKUCO,72,104.15,7303.05,Fiber optic,One year,No,4,0.1528925585511372,No,Normal Risk,Continue regular engagement
9750-BOOHV,32,30.15,927.65,DSL,One year,No,1,0.09393056496529222,No,Normal Risk,Continue regular engagement
8597-CWYHH,43,94.35,3921.3,Fiber optic,One year,No,2,0.3942020633731432,No,Normal Risk,Continue regular engagement
2848-YXSMW,72,19.4,1363.25,No,Two year,No,0,0.0016352713721243149,No,Normal Risk,Continue regular engagement
0486-HECZI,55,96.75,5238.9,Fiber optic,Month-to-month,Yes,3,0.4042560954530639,No,Normal Risk,Continue regular engagement
4549-ZDQYY,52,57.95,3042.25,DSL,One year,No,3,0.018598442463487116,No,Normal Risk,Continue regular engagement
5712-AHQNN,43,91.65,3954.1,Fiber optic,Month-to-month,No,3,0.6628606693334215,Yes,Normal Risk,Continue regular engagement
4846-WHAFZ,37,76.5,2868.15,Fiber optic,Month-to-month,Yes,0,0.629982666607303,Yes,Normal Risk,Continue regular engagement
5256-SKJGO,64,54.6,3423.5,DSL,Two year,No,4,0.022810347486640216,No,Normal Risk,Continue regular engagement
3071-VBYPO,3,89.85,248.4,Fiber optic,Month-to-month,No,3,0.4487052431712482,No,Normal Risk,Continue regular engagement
9560-BBZXK,36,31.05,1126.35,DSL,Two year,No,1,0.11573816086108733,No,Normal Risk,Continue regular engagement
5299-RULOA,10,100.25,1064.65,Fiber optic,Month-to-month,Yes,3,0.674288732978138,Yes,Normal Risk,Continue regular engagement
8402-OOOHJ,41,20.65,835.15,No,Two year,No,0,0.021981242700097055,No,Normal Risk,Continue regular engagement
9445-ZUEQE,27,85.2,2151.6,Fiber optic,Month-to-month,No,2,0.16204460130510998,No,Normal Risk,Continue regular engagement
1091-SOZGA,56,99.8,5515.45,Fiber optic,One year,No,3,0.21438886489791678,No,Normal Risk,Continue regular engagement
2928-HLDBA,6,20.7,112.75,No,Month-to-month,No,0,0.40418742163445454,No,Normal Risk,Continue regular engagement
0404-SWRVG,3,74.4,229.55,Fiber optic,Month-to-month,Yes,0,0.84018886686984,Yes,High Risk,Offer contract upgrade discount
6497-TILVL,7,50.7,350.35,DSL,Month-to-month,No,1,0.2765017163357768,No,Normal Risk,Continue regular engagement
7219-TLZHO,4,20.85,62.9,No,Month-to-month,No,0,0.242094819130498,No,Normal Risk,Continue regular engagement
4622-YNKIJ,33,88.95,3027.65,Fiber optic,Two year,No,3,0.1258041189792358,No,Normal Risk,Continue regular engagement
4412-YLTKF,27,78.05,2135.5,Fiber optic,Month-to-month,Yes,1,0.6084059464901148,Yes,Normal Risk,Continue regular engagement
6734-PSBAW,72,23.55,1723.95,No,Two year,No,0,0.008649003176257006,No,Normal Risk,Continue regular engagement
3930-ZGWVE,1,19.75,19.75,No,Month-to-month,No,0,0.37275903918544995,No,Normal Risk,Continue regular engagement
2639-UGMAZ,71,56.45,3985.35,DSL,One year,No,4,0.04995188575521568,No,Normal Risk,Continue regular engagement
2876-GZYZC,13,85.95,1215.65,Fiber optic,Month-to-month,No,1,0.8207016720553,Yes,High Risk,Offer contract upgrade discount
6207-WIOLX,25,58.6,1502.65,DSL,Month-to-month,Yes,5,0.10881572756688491,No,Normal Risk,Continue regular engagement
8587-XYZSF,67,50.55,3260.1,DSL,Two year,No,1,0.0378023655251014,No,Normal Risk,Continue regular engagement
3091-FYHKI,1,35.45,35.45,DSL,Month-to-month,Yes,1,0.8195761761347202,Yes,High Risk,Offer contract upgrade discount
2372-HWUHI,2,44.35,81.25,DSL,Month-to-month,Yes,0,0.6921354535044318,Yes,Normal Risk,Continue regular engagement
7799-LGRDP,43,25.7,1188.2,No,Two year,No,0,0.020721096331176407,No,Normal Risk,Continue regular engagement
7850-VWJUU,23,75.0,1778.5,Fiber optic,Month-to-month,No,1,0.6683547954520351,Yes,Normal Risk,Continue regular engagement
3774-VBNXY,64,20.2,1277.75,No,Two year,No,0,0.003707699516520521,No,Normal Risk,Continue regular engagement
6217-KDYWC,57,19.6,1170.55,No,Two year,No,0,0.005011661741893198,No,Normal Risk,Continue regular engagement
0390-DCFDQ,1,70.45,70.45,Fiber optic,Month-to-month,Yes,0,0.75585733703484,Yes,High Risk,Offer contract upgrade discount
3146-MSEGF,72,88.05,6425.65,DSL,Two year,No,6,0.005170060637558627,No,Normal Risk,Continue regular engagement
4080-OGPJL,8,71.15,563.65,DSL,Month-to-month,Yes,3,0.46273835198003954,No,Normal Risk,Continue regular engagement
1095-WGNGG,61,101.05,5971.25,Fiber optic,Two year,No,3,0.4007682211802496,No,Normal Risk,Continue regular engagement
2636-SJDOU,64,84.3,5289.05,Fiber optic,One year,No,2,0.07956691635888015,No,Normal Risk,Continue regular engagement
1875-QIVME,2,104.4,242.8,Fiber optic,Month-to-month,Yes,4,0.7506640051765291,Yes,High Risk,Offer contract upgrade discount
1131-QQZEB,71,23.95,1756.2,No,Two year,No,0,0.006814221199433731,No,Normal Risk,Continue regular engagement
5716-EZXZN,65,99.05,6416.7,Fiber optic,Two year,No,4,0.023990080219768953,No,Normal Risk,Continue regular engagement
6837-BJYDQ,3,19.6,61.35,No,One year,No,0,0.16547727457279063,No,Normal Risk,Continue regular engagement
2135-RXIHG,1,45.65,45.65,DSL,Month-to-month,Yes,0,0.7328611719635463,Yes,High Risk,Offer contract upgrade discount
6440-DKQGE,30,64.5,1929.95,DSL,One year,No,3,0.04825393375523211,No,Normal Risk,Continue regular engagement
3466-BYAVD,15,69.5,1071.4,DSL,Month-to-month,No,4,0.08266577706478885,No,Normal Risk,Continue regular engagement
3780-YVMFA,8,68.55,564.35,DSL,Month-to-month,No,3,0.44954334029988335,No,Normal Risk,Continue regular engagement
3874-EQOEP,7,95.0,655.5,Fiber optic,Month-to-month,Yes,2,0.8182418982882118,Yes,High Risk,Offer contract upgrade discount
1679-JRFBR,70,108.15,7930.55,Fiber optic,One year,No,5,0.09277114539747516,No,Normal Risk,Continue regular engagement
9073-ZZIAY,62,86.1,5215.25,DSL,Two year,No,6,0.01085892806910958,No,Normal Risk,Continue regular engagement
3077-RSNTJ,6,19.7,113.5,No,Month-to-month,No,0,0.21394538967531088,No,Normal Risk,Continue regular engagement
6551-GNYDG,14,80.9,1152.8,Fiber optic,Month-to-month,No,1,0.7359104441840119,Yes,High Risk,Offer contract upgrade discount
9167-APMXZ,22,84.15,1821.95,Fiber optic,Month-to-month,No,1,0.8241801285136875,Yes,High Risk,Offer contract upgrade discount
2749-CTKAJ,22,20.15,419.9,No,One year,No,0,0.02183695312021178,No,Normal Risk,Continue regular engagement
6371-NZYEG,16,64.25,1024.0,DSL,Two year,No,3,0.02214772896236842,No,Normal Risk,Continue regular engagement
7554-NEWDD,10,25.7,251.6,No,Two year,No,0,0.17493896686594732,No,Normal Risk,Continue regular engagement
8992-VONJD,13,56.0,764.55,DSL,Month-to-month,No,2,0.20435111167290942,No,Normal Risk,Continue regular engagement
0867-MKZVY,20,82.4,1592.35,Fiber optic,Month-to-month,Yes,1,0.5513049024919519,Yes,Normal Risk,Continue regular engagement
4482-EWFMI,2,69.7,135.2,Fiber optic,Month-to-month,No,0,0.8797238944951887,Yes,High Risk,Offer contract upgrade discount
4648-YPBTM,53,73.9,3958.25,DSL,Two year,No,4,0.05294985630341008,No,Normal Risk,Continue regular engagement
2907-ILJBN,11,20.6,233.9,No,One year,No,0,0.08062428719474482,No,Normal Risk,Continue regular engagement
6345-FZOQH,69,19.9,1363.45,No,Two year,No,0,0.0040902458998035565,No,Normal Risk,Continue regular engagement
3376-BMGFE,4,70.9,273.0,Fiber optic,Month-to-month,Yes,0,0.9187371896823551,Yes,High Risk,Offer contract upgrade discount
5997-OPVFA,72,89.05,6254.45,DSL,Two year,No,6,0.023963408339606966,No,Normal Risk,Continue regular engagement
3445-HXXGF,58,45.3,2651.2,DSL,Month-to-month,Yes,3,0.13516963977352375,No,Normal Risk,Continue regular engagement
1159-WFSGR,16,20.4,321.4,No,Month-to-month,No,0,0.1374741009090781,No,Normal Risk,Continue regular engagement
7654-YWJUF,43,84.25,3539.25,Fiber optic,One year,No,3,0.12761359139765294,No,Normal Risk,Continue regular engagement
6727-IOTLZ,14,81.95,1181.75,DSL,Two year,No,5,0.04654132261561767,No,Normal Risk,Continue regular engagement
0691-JVSYA,53,94.85,5000.2,Fiber optic,One year,Yes,3,0.5563702623760327,Yes,Normal Risk,Continue regular engagement
5918-VUKWP,32,20.55,654.55,No,One year,No,0,0.1096994070350493,No,Normal Risk,Continue regular engagement
1744-JHKYS,34,24.7,780.2,No,Month-to-month,No,0,0.13423186613864604,No,Normal Risk,Continue regular engagement
2656-FMOKZ,15,74.45,1145.7,Fiber optic,Month-to-month,Yes,0,0.6030322308897118,Yes,Normal Risk,Continue regular engagement
2070-FNEXE,7,76.45,503.6,Fiber optic,Month-to-month,Yes,1,0.7934754596256646,Yes,High Risk,Offer contract upgrade discount
5947-SGKCL,15,105.35,1559.25,Fiber optic,Month-to-month,No,4,0.6237742320322232,Yes,Normal Risk,Continue regular engagement
3712-PKXZA,61,20.55,1252.0,No,One year,No,0,0.009469430256593744,No,Normal Risk,Continue regular engagement
6317-YPKDH,1,29.95,29.95,DSL,Month-to-month,Yes,1,0.8098035897349968,Yes,High Risk,Offer contract upgrade discount
6582-OIVSP,1,45.3,45.3,DSL,Month-to-month,No,0,0.6795401457920232,Yes,Normal Risk,Continue regular engagement
9367-WXLCH,8,84.5,662.65,Fiber optic,Month-to-month,Yes,1,0.8909719674828709,Yes,High Risk,Offer contract upgrade discount
5524-KHNJP,33,74.75,2453.3,DSL,One year,No,4,0.03644987552175768,No,Normal Risk,Continue regular engagement
1918-ZBFQJ,13,79.25,1111.65,Fiber optic,Month-to-month,Yes,2,0.6244538106411555,Yes,Normal Risk,Continue regular engagement
1024-GUALD,1,24.8,24.8,DSL,Month-to-month,Yes,0,0.7852261552361479,Yes,High Risk,Offer contract upgrade discount
4827-USJHP,20,51.8,1023.85,DSL,Month-to-month,No,1,0.2902762374926089,No,Normal Risk,Continue regular engagement
8167-GJLRN,3,30.4,82.15,DSL,Month-to-month,No,1,0.6245371511319643,Yes,Normal Risk,Continue regular engagement
0956-SYCWG,13,19.65,244.8,No,One year,No,0,0.12500295407390907,No,Normal Risk,Continue regular engagement
8017-UVSZU,40,56.6,2379.1,DSL,Month-to-month,No,1,0.19615777054251415,No,Normal Risk,Continue regular engagement
7100-FQPRV,43,71.9,3173.35,DSL,One year,No,3,0.02172369014734105,No,Normal Risk,Continue regular engagement
2472-OVKUP,6,91.0,531.0,Fiber optic,Month-to-month,Yes,3,0.7354131215613305,Yes,High Risk,Offer contract upgrade discount
2984-RGEYA,69,19.75,1375.4,No,Two year,No,0,0.0066068542671813245,No,Normal Risk,Continue regular engagement
9680-NIAUV,72,109.7,8129.3,Fiber optic,Two year,No,5,0.05800731254721284,No,Normal Risk,Continue regular engagement
2146-EGVDT,59,19.3,1192.7,No,Two year,No,0,0.002824723091822206,No,Normal Risk,Continue regular engagement
2604-IJPDU,20,96.55,1901.65,Fiber optic,Month-to-month,No,4,0.3560629324482081,No,Normal Risk,Continue regular engagement
9178-JHUVJ,24,24.1,587.4,No,Two year,No,0,0.02679610229591466,No,Normal Risk,Continue regular engagement
6168-YBYNP,59,111.35,6519.75,Fiber optic,Month-to-month,No,5,0.5334155608376795,Yes,Normal Risk,Continue regular engagement
7255-SSFBC,72,112.25,8041.65,Fiber optic,Two year,No,5,0.14140858217424887,No,Normal Risk,Continue regular engagement
3645-DEYGF,1,20.75,20.75,No,Month-to-month,No,0,0.26164433843586543,No,Normal Risk,Continue regular engagement
9323-HGFWY,27,101.9,2681.15,Fiber optic,One year,No,4,0.1953306074196124,No,Normal Risk,Continue regular engagement
8544-GOQSH,14,80.05,1112.3,Fiber optic,Month-to-month,No,2,0.3876804942240774,No,Normal Risk,Continue regular engagement
3363-DTIVD,71,105.55,7405.5,Fiber optic,Two year,No,4,0.09680262755605867,No,Normal Risk,Continue regular engagement
7018-WBJNK,13,78.3,1033.95,Fiber optic,Month-to-month,No,1,0.45298798001024954,No,Normal Risk,Continue regular engagement
9142-KZXOP,44,68.85,2958.95,Fiber optic,Month-to-month,No,0,0.4188131715706755,No,Normal Risk,Continue regular engagement
7674-YTAFD,33,79.95,2684.85,Fiber optic,One year,No,2,0.34500420868287407,No,Normal Risk,Continue regular engagement
6348-SNFUS,72,55.45,4179.2,DSL,Two year,No,5,0.0031498125426047806,No,Normal Risk,Continue regular engagement
1285-OKIPP,1,79.9,79.9,Fiber optic,Month-to-month,Yes,1,0.8671671303658682,Yes,High Risk,Offer contract upgrade discount
7825-ECJRF,19,106.6,1934.45,Fiber optic,Month-to-month,Yes,5,0.5148270783607369,Yes,Normal Risk,Continue regular engagement
1347-KTTTA,64,102.45,6654.1,Fiber optic,One year,No,5,0.10566829664356778,No,Normal Risk,Continue regular engagement
7841-TZDMQ,2,46.0,84.5,DSL,Month-to-month,Yes,0,0.605515452015665,Yes,Normal Risk,Continue regular engagement
4195-NZGTA,1,25.25,25.25,DSL,Month-to-month,No,0,0.8188898852151246,Yes,High Risk,Offer contract upgrade discount
7157-SMCFK,61,19.75,1124.2,No,Two year,No,0,0.0038314856901758274,No,Normal Risk,Continue regular engagement
4709-LKHYG,29,20.0,540.05,No,One year,No,0,0.03682213837348326,No,Normal Risk,Continue regular engagement
2504-DSHIH,23,86.8,1975.85,Fiber optic,Month-to-month,No,1,0.6379293190417218,Yes,Normal Risk,Continue regular engagement
0699-NDKJM,57,58.75,3437.45,DSL,Month-to-month,No,5,0.21543459333251802,No,Normal Risk,Continue regular engagement
9286-BHDQG,72,45.25,3139.8,DSL,Two year,No,4,0.0015883402739198542,No,Normal Risk,Continue regular engagement
0230-WEQUW,66,56.6,3789.2,DSL,Two year,No,5,0.017384790624170924,No,Normal Risk,Continue regular engagement
2040-LDIWQ,65,84.2,5324.5,DSL,Two year,No,5,0.026884098693994968,No,Normal Risk,Continue regular engagement
6496-JDSSB,8,80.0,624.6,Fiber optic,Month-to-month,No,1,0.9202363729584591,Yes,High Risk,Offer contract upgrade discount
9408-SSNVZ,4,70.15,268.35,Fiber optic,Month-to-month,Yes,0,0.8787631023506315,Yes,High Risk,Offer contract upgrade discount
4443-EMBNA,71,24.75,1836.9,No,Two year,No,0,0.012559481543752233,No,Normal Risk,Continue regular engagement
